timestamp,user_id,session_id,domain,action_type,entity_id,response_time_ms,device_type,account_type,transaction_type,channel,risk_score,amount_involved,branch_code
2025-10-23 09:29:39,U013,S0120,banking,view_transaction,ban_30,201,tablet,savings,debit,ATM,6,49043,BN12
2025-10-12 18:36:39,U024,S0347,banking,check_balance,ban_271,154,desktop,current,credit,mobile_app,8,199741,MB98
2025-09-24 02:28:39,U021,S0010,banking,check_balance,ban_247,57,tablet,current,inquiry,ATM,8,34784,MB98
2025-11-06 13:06:39,U004,S0079,banking,check_balance,ban_261,47,mobile,current,debit,ATM,9,105579,BN12
2025-11-01 00:17:39,U002,S0069,banking,view_transaction,ban_168,127,desktop,credit,debit,mobile_app,5,35272,BN12
2025-10-08 20:48:39,U010,S0230,banking,check_balance,ban_146,200,mobile,current,credit,mobile_app,8,95363,BN12
2025-11-14 08:25:39,U029,S0401,banking,inquiry,ban_293,312,mobile,current,debit,net_banking,4,49890,DL33
2025-09-13 14:54:39,U007,S0344,banking,check_balance,ban_232,277,desktop,savings,debit,net_banking,4,93371,DL33
2025-10-07 12:00:39,U018,S0141,banking,check_balance,ban_87,90,mobile,current,credit,ATM,2,26800,MB98
2025-11-01 01:48:39,U006,S0413,banking,fund_transfer,ban_142,90,mobile,credit,debit,net_banking,4,127785,BN12
2025-09-23 19:07:39,U011,S0432,banking,inquiry,ban_20,279,desktop,current,credit,mobile_app,7,127855,DL33
2025-10-28 16:02:39,U020,S0180,banking,fund_transfer,ban_98,343,desktop,credit,inquiry,net_banking,8,29586,BN12
2025-09-14 07:45:39,U026,S0038,banking,inquiry,ban_38,237,tablet,savings,credit,net_banking,6,17308,MB98
2025-11-04 14:08:39,U014,S0381,banking,view_transaction,ban_152,77,tablet,current,inquiry,net_banking,4,41244,MB98
2025-10-21 17:04:39,U010,S0498,banking,fund_transfer,ban_112,363,desktop,current,credit,ATM,8,120718,BN12
2025-09-23 20:03:39,U020,S0454,banking,fund_transfer,ban_26,84,desktop,current,debit,net_banking,7,174886,BN12
2025-11-06 05:12:39,U009,S0499,banking,view_transaction,ban_288,294,tablet,credit,inquiry,net_banking,7,190965,MB98
2025-10-06 22:22:39,U007,S0061,banking,check_balance,ban_172,268,desktop,credit,debit,ATM,1,65651,BN12
2025-10-06 16:38:39,U009,S0118,banking,fund_transfer,ban_220,185,tablet,credit,debit,ATM,3,169205,BN12
2025-10-12 11:04:39,U007,S0030,banking,check_balance,ban_204,374,mobile,credit,inquiry,mobile_app,5,80772,MB98
2025-11-07 15:17:39,U019,S0055,banking,check_balance,ban_183,255,desktop,credit,inquiry,mobile_app,8,1888,BN12
2025-09-22 05:38:39,U012,S0486,banking,view_transaction,ban_178,214,mobile,savings,credit,mobile_app,5,70266,BN12
2025-10-15 23:03:39,U008,S0336,banking,view_transaction,ban_148,257,mobile,credit,credit,mobile_app,2,158232,DL33
2025-09-24 19:47:39,U013,S0452,banking,inquiry,ban_114,262,desktop,current,inquiry,mobile_app,10,9017,BN12
2025-10-12 13:52:39,U018,S0283,banking,inquiry,ban_78,138,desktop,credit,inquiry,net_banking,8,173508,MB98
2025-10-16 01:10:39,U030,S0151,banking,view_transaction,ban_65,371,desktop,credit,inquiry,net_banking,1,195122,BN12
2025-09-19 21:52:39,U017,S0098,banking,inquiry,ban_163,226,tablet,savings,debit,ATM,5,117457,BN12
2025-10-26 12:16:39,U011,S0332,banking,check_balance,ban_198,170,mobile,current,debit,mobile_app,8,4394,BN12
2025-10-15 17:53:39,U006,S0332,banking,inquiry,ban_24,207,desktop,savings,inquiry,ATM,9,49266,DL33
2025-09-21 17:10:39,U017,S0005,banking,fund_transfer,ban_139,235,mobile,savings,debit,ATM,8,162419,MB98
2025-10-30 14:38:39,U012,S0087,banking,check_balance,ban_128,354,desktop,credit,debit,mobile_app,3,181691,MB98
2025-11-06 20:39:39,U008,S0427,banking,fund_transfer,ban_295,374,desktop,credit,debit,net_banking,1,163388,BN12
2025-10-31 07:26:39,U011,S0346,banking,inquiry,ban_18,250,tablet,savings,inquiry,ATM,2,168017,DL33
2025-10-02 06:42:39,U006,S0418,banking,view_transaction,ban_109,133,tablet,savings,debit,mobile_app,4,95599,BN12
2025-10-31 00:23:39,U011,S0451,banking,check_balance,ban_21,105,mobile,current,inquiry,ATM,1,21855,DL33
2025-10-20 23:16:39,U023,S0175,banking,check_balance,ban_16,254,tablet,current,inquiry,ATM,7,196761,MB98
2025-10-04 11:49:39,U019,S0120,banking,check_balance,ban_77,54,tablet,credit,debit,ATM,1,73877,MB98
2025-10-31 02:05:39,U019,S0497,banking,inquiry,ban_23,280,tablet,credit,debit,net_banking,3,99564,DL33
2025-10-31 04:19:39,U015,S0313,banking,inquiry,ban_98,300,desktop,current,credit,mobile_app,4,121465,BN12
2025-11-10 04:20:39,U022,S0156,banking,view_transaction,ban_299,217,mobile,credit,credit,net_banking,8,93804,DL33
2025-10-04 08:12:39,U012,S0201,banking,view_transaction,ban_27,295,mobile,current,credit,ATM,8,54151,BN12
2025-11-06 11:49:39,U025,S0129,banking,fund_transfer,ban_31,49,tablet,savings,inquiry,net_banking,3,65705,MB98
2025-10-22 13:15:39,U022,S0387,banking,check_balance,ban_119,250,desktop,current,inquiry,ATM,6,155927,MB98
2025-11-04 18:50:39,U007,S0056,banking,check_balance,ban_75,274,tablet,credit,inquiry,ATM,1,51696,MB98
2025-10-14 12:04:39,U009,S0436,banking,inquiry,ban_75,258,mobile,current,inquiry,mobile_app,2,125731,BN12
2025-11-12 07:14:39,U027,S0402,banking,view_transaction,ban_8,335,desktop,current,inquiry,ATM,3,59629,MB98
2025-09-18 13:49:39,U007,S0205,banking,inquiry,ban_299,316,mobile,credit,debit,ATM,10,157919,MB98
2025-10-23 10:06:39,U011,S0185,banking,check_balance,ban_110,283,desktop,credit,debit,net_banking,7,160630,DL33
2025-11-11 01:28:39,U001,S0205,banking,view_transaction,ban_56,91,mobile,savings,inquiry,mobile_app,5,155033,DL33
2025-10-10 16:41:39,U009,S0039,banking,check_balance,ban_210,187,tablet,current,debit,net_banking,3,60901,MB98
2025-09-15 09:54:39,U004,S0410,banking,inquiry,ban_12,240,mobile,credit,debit,net_banking,2,117808,DL33
2025-11-09 07:36:39,U020,S0187,banking,fund_transfer,ban_50,386,desktop,current,credit,net_banking,9,161329,MB98
2025-11-13 21:58:39,U018,S0170,banking,view_transaction,ban_196,223,tablet,credit,credit,mobile_app,1,90022,MB98
2025-10-01 13:55:39,U003,S0392,banking,inquiry,ban_167,363,desktop,current,credit,ATM,10,5666,DL33
2025-10-30 11:23:39,U018,S0308,banking,fund_transfer,ban_107,115,desktop,current,credit,net_banking,2,96644,MB98
2025-10-22 06:16:39,U009,S0455,banking,inquiry,ban_33,235,tablet,current,debit,ATM,7,180596,DL33
2025-10-02 05:14:39,U018,S0161,banking,inquiry,ban_162,182,desktop,credit,debit,net_banking,2,71688,BN12
2025-09-13 08:56:39,U012,S0418,banking,view_transaction,ban_186,335,desktop,credit,inquiry,mobile_app,1,27497,DL33
2025-09-29 12:27:39,U024,S0434,banking,inquiry,ban_126,165,tablet,savings,debit,ATM,1,192911,BN12
2025-10-30 06:02:39,U028,S0415,banking,fund_transfer,ban_110,298,tablet,current,debit,mobile_app,1,104082,BN12
2025-10-18 14:11:39,U030,S0003,banking,view_transaction,ban_180,224,desktop,current,debit,net_banking,1,8272,MB98
2025-10-23 10:04:39,U024,S0180,banking,inquiry,ban_46,321,mobile,credit,inquiry,net_banking,1,8371,MB98
2025-11-04 15:50:39,U007,S0259,banking,fund_transfer,ban_35,178,mobile,credit,credit,net_banking,10,2499,MB98
2025-10-23 13:28:39,U027,S0022,banking,check_balance,ban_6,84,tablet,credit,inquiry,ATM,3,120275,DL33
2025-10-30 15:50:39,U011,S0460,banking,inquiry,ban_127,49,desktop,current,credit,mobile_app,6,100503,DL33
2025-11-12 22:20:39,U004,S0068,banking,check_balance,ban_155,253,tablet,credit,credit,ATM,8,63730,DL33
2025-09-22 03:14:39,U001,S0114,banking,view_transaction,ban_276,389,desktop,current,credit,net_banking,8,3125,DL33
2025-11-05 11:19:39,U015,S0306,banking,check_balance,ban_36,163,desktop,current,debit,mobile_app,8,120400,MB98
2025-10-03 10:25:39,U015,S0030,banking,fund_transfer,ban_121,175,desktop,current,inquiry,net_banking,7,2886,DL33
2025-10-31 15:18:39,U015,S0021,banking,check_balance,ban_265,107,desktop,current,inquiry,net_banking,6,28783,MB98
2025-09-25 15:45:39,U027,S0410,banking,inquiry,ban_79,239,mobile,credit,credit,net_banking,7,31243,BN12
2025-10-13 07:00:39,U026,S0412,banking,view_transaction,ban_167,199,tablet,credit,debit,ATM,3,175937,DL33
2025-10-16 08:10:39,U016,S0026,banking,view_transaction,ban_254,183,tablet,current,debit,ATM,2,100523,MB98
2025-10-05 16:53:39,U016,S0456,banking,fund_transfer,ban_240,156,tablet,current,credit,ATM,8,164375,BN12
2025-11-01 14:35:39,U030,S0382,banking,fund_transfer,ban_293,240,tablet,credit,credit,mobile_app,1,151770,BN12
2025-09-26 14:02:39,U008,S0425,banking,check_balance,ban_167,182,mobile,current,inquiry,mobile_app,8,190528,BN12
2025-10-09 10:35:39,U013,S0265,banking,check_balance,ban_124,78,desktop,credit,debit,mobile_app,2,95009,MB98
2025-10-04 22:15:39,U021,S0027,banking,inquiry,ban_35,387,tablet,savings,debit,ATM,2,80450,DL33
2025-11-07 20:19:39,U013,S0159,banking,fund_transfer,ban_140,45,mobile,credit,inquiry,net_banking,4,115136,DL33
2025-10-02 05:42:39,U029,S0098,banking,view_transaction,ban_72,358,tablet,current,inquiry,net_banking,2,155061,DL33
2025-11-03 05:47:39,U020,S0146,banking,inquiry,ban_114,155,mobile,savings,inquiry,mobile_app,9,195498,MB98
2025-10-25 03:35:39,U025,S0175,banking,inquiry,ban_86,227,desktop,savings,credit,net_banking,9,70200,MB98
2025-09-24 10:18:39,U022,S0316,banking,fund_transfer,ban_133,103,desktop,current,credit,net_banking,6,46752,DL33
2025-11-10 04:30:39,U024,S0212,banking,inquiry,ban_74,342,desktop,current,inquiry,ATM,1,176111,DL33
2025-11-08 11:58:39,U005,S0323,banking,inquiry,ban_35,325,desktop,credit,inquiry,mobile_app,9,997,BN12
2025-10-23 22:39:39,U013,S0174,banking,view_transaction,ban_95,371,desktop,current,debit,net_banking,7,16909,MB98
2025-09-27 12:26:39,U002,S0323,banking,inquiry,ban_141,138,tablet,current,credit,net_banking,7,130479,DL33
2025-11-12 10:45:39,U009,S0270,banking,inquiry,ban_5,300,mobile,credit,debit,ATM,3,64788,BN12
2025-10-03 18:10:39,U011,S0417,banking,view_transaction,ban_269,325,desktop,current,credit,net_banking,8,30324,MB98
2025-10-10 14:14:39,U014,S0435,banking,check_balance,ban_4,115,tablet,current,debit,ATM,10,185023,MB98
2025-10-15 02:43:39,U026,S0479,banking,view_transaction,ban_210,348,tablet,savings,credit,mobile_app,1,81029,MB98
2025-10-23 04:24:39,U026,S0168,banking,view_transaction,ban_62,124,tablet,savings,debit,net_banking,10,123301,DL33
2025-10-07 00:31:39,U004,S0148,banking,fund_transfer,ban_263,226,desktop,current,credit,ATM,9,132207,BN12
2025-10-17 22:42:39,U014,S0165,banking,inquiry,ban_216,276,tablet,credit,inquiry,mobile_app,9,170243,DL33
2025-10-25 00:54:39,U014,S0020,banking,inquiry,ban_144,379,tablet,credit,debit,ATM,7,24829,BN12
2025-10-09 14:55:39,U001,S0122,banking,fund_transfer,ban_161,260,tablet,current,inquiry,net_banking,8,80395,DL33
2025-09-19 12:58:39,U004,S0147,banking,check_balance,ban_162,52,mobile,savings,debit,ATM,3,91579,BN12
2025-09-24 05:43:39,U008,S0199,banking,inquiry,ban_291,328,mobile,credit,inquiry,net_banking,3,93970,MB98
2025-10-14 06:26:39,U015,S0413,banking,fund_transfer,ban_194,255,tablet,credit,debit,mobile_app,2,63018,MB98
2025-10-21 07:06:39,U026,S0274,banking,view_transaction,ban_65,368,mobile,current,credit,mobile_app,8,186692,DL33
2025-10-19 15:05:39,U017,S0232,banking,fund_transfer,ban_199,232,desktop,current,credit,ATM,2,185130,MB98
2025-10-06 01:04:39,U006,S0039,banking,view_transaction,ban_59,206,tablet,credit,credit,ATM,1,14910,MB98
2025-11-06 07:42:39,U013,S0048,banking,view_transaction,ban_232,162,tablet,savings,debit,ATM,8,140642,DL33
2025-10-21 22:53:39,U009,S0178,banking,check_balance,ban_21,394,tablet,current,debit,ATM,5,193005,MB98
2025-10-24 09:15:39,U015,S0467,banking,fund_transfer,ban_234,101,desktop,savings,credit,net_banking,9,154225,DL33
2025-11-07 08:32:39,U018,S0092,banking,inquiry,ban_159,315,desktop,savings,inquiry,net_banking,7,12752,DL33
2025-10-04 12:24:39,U019,S0166,banking,check_balance,ban_183,231,desktop,current,debit,ATM,8,100453,BN12
2025-09-17 13:35:39,U011,S0111,banking,check_balance,ban_9,247,tablet,credit,credit,net_banking,1,155412,DL33
2025-10-14 14:18:39,U006,S0323,banking,check_balance,ban_176,75,tablet,savings,credit,ATM,5,65074,MB98
2025-10-03 16:03:39,U016,S0278,banking,check_balance,ban_65,367,mobile,current,debit,net_banking,7,25206,BN12
2025-10-11 21:44:39,U030,S0279,banking,check_balance,ban_54,274,mobile,current,inquiry,net_banking,7,199486,MB98
2025-10-21 08:52:39,U015,S0444,banking,check_balance,ban_158,153,mobile,current,inquiry,net_banking,10,112638,MB98
2025-11-08 06:15:39,U009,S0101,banking,fund_transfer,ban_93,244,tablet,savings,debit,net_banking,6,103281,BN12
2025-11-08 06:57:39,U013,S0078,banking,inquiry,ban_178,328,desktop,current,credit,ATM,8,137998,BN12
2025-09-20 23:02:39,U015,S0482,banking,view_transaction,ban_12,47,mobile,current,debit,net_banking,5,123172,MB98
2025-11-11 12:20:39,U029,S0428,banking,view_transaction,ban_196,283,desktop,current,inquiry,ATM,5,114680,DL33
2025-10-03 18:42:39,U020,S0456,banking,view_transaction,ban_203,72,mobile,savings,debit,mobile_app,9,51931,DL33
2025-10-14 14:05:39,U018,S0061,banking,check_balance,ban_153,59,desktop,current,debit,net_banking,5,156632,BN12
2025-10-08 09:02:39,U003,S0045,banking,check_balance,ban_123,349,tablet,savings,credit,net_banking,9,37026,DL33
2025-11-11 09:31:39,U018,S0178,banking,inquiry,ban_288,52,mobile,credit,debit,net_banking,10,64530,DL33
2025-09-17 10:56:39,U024,S0489,banking,check_balance,ban_272,200,tablet,current,credit,net_banking,3,154166,DL33
2025-10-16 20:09:39,U009,S0152,banking,inquiry,ban_144,309,tablet,savings,credit,mobile_app,5,46367,DL33
2025-09-14 19:49:39,U020,S0227,banking,view_transaction,ban_252,250,mobile,current,debit,mobile_app,3,164641,DL33
2025-09-21 13:35:39,U028,S0192,banking,check_balance,ban_12,281,desktop,current,credit,ATM,10,34094,BN12
2025-09-25 23:15:39,U025,S0232,banking,fund_transfer,ban_17,298,tablet,current,inquiry,net_banking,9,43411,BN12
2025-09-13 12:49:39,U007,S0360,banking,check_balance,ban_172,278,tablet,current,debit,mobile_app,2,126177,BN12
2025-09-30 06:24:39,U025,S0340,banking,fund_transfer,ban_213,199,desktop,current,inquiry,ATM,2,186511,DL33
2025-10-11 04:54:39,U003,S0051,banking,check_balance,ban_17,380,desktop,current,inquiry,net_banking,2,178411,BN12
2025-10-08 06:44:39,U014,S0076,banking,view_transaction,ban_98,253,mobile,current,debit,ATM,2,138938,DL33
2025-10-21 05:56:39,U010,S0116,banking,view_transaction,ban_89,144,mobile,current,debit,ATM,7,24380,MB98
2025-09-20 12:25:39,U016,S0051,banking,fund_transfer,ban_69,63,tablet,credit,debit,ATM,4,10809,MB98
2025-11-01 19:11:39,U001,S0187,banking,check_balance,ban_62,288,tablet,current,credit,mobile_app,4,157205,BN12
2025-10-16 11:34:39,U010,S0371,banking,check_balance,ban_293,245,mobile,current,inquiry,mobile_app,2,169034,MB98
2025-09-28 19:55:39,U026,S0499,banking,check_balance,ban_21,176,tablet,current,debit,ATM,10,93395,DL33
2025-11-07 11:32:39,U020,S0219,banking,fund_transfer,ban_244,397,mobile,savings,inquiry,mobile_app,10,90069,BN12
2025-10-01 20:57:39,U025,S0249,banking,check_balance,ban_129,138,desktop,credit,credit,mobile_app,1,149273,DL33
2025-09-18 07:07:39,U004,S0174,banking,inquiry,ban_45,133,tablet,current,credit,ATM,1,3013,BN12
2025-10-02 16:08:39,U002,S0018,banking,inquiry,ban_240,332,mobile,current,inquiry,mobile_app,1,112568,DL33
2025-10-03 21:06:39,U020,S0037,banking,view_transaction,ban_274,89,tablet,savings,debit,mobile_app,2,187594,DL33
2025-10-04 01:32:39,U019,S0399,banking,fund_transfer,ban_272,370,tablet,savings,inquiry,net_banking,3,126791,BN12
2025-10-01 20:38:39,U005,S0267,banking,view_transaction,ban_238,212,mobile,current,debit,mobile_app,4,72168,DL33
2025-10-01 05:57:39,U019,S0456,banking,fund_transfer,ban_218,297,tablet,current,credit,ATM,5,165413,BN12
2025-11-06 17:11:39,U007,S0142,banking,inquiry,ban_238,110,tablet,credit,inquiry,ATM,1,173415,MB98
2025-11-07 09:51:39,U025,S0128,banking,fund_transfer,ban_141,331,mobile,savings,inquiry,mobile_app,5,53507,BN12
2025-10-09 10:44:39,U014,S0351,banking,fund_transfer,ban_216,131,desktop,credit,credit,net_banking,6,137362,BN12
2025-10-21 03:27:39,U024,S0477,banking,check_balance,ban_260,59,tablet,savings,inquiry,ATM,3,171272,BN12
2025-10-31 21:07:39,U014,S0402,banking,inquiry,ban_27,224,tablet,current,inquiry,ATM,3,16433,DL33
2025-10-01 23:06:39,U024,S0343,banking,view_transaction,ban_9,346,mobile,savings,inquiry,mobile_app,3,197346,MB98
2025-10-02 12:51:39,U024,S0386,banking,view_transaction,ban_275,375,mobile,savings,inquiry,net_banking,9,33330,BN12
2025-09-18 10:42:39,U018,S0491,banking,inquiry,ban_66,391,desktop,savings,inquiry,mobile_app,3,164500,DL33
2025-11-07 18:03:39,U012,S0046,banking,fund_transfer,ban_215,47,desktop,savings,debit,net_banking,9,176602,DL33
2025-11-12 07:34:39,U002,S0451,banking,check_balance,ban_108,275,mobile,savings,credit,net_banking,9,40810,BN12
2025-10-29 04:22:39,U010,S0194,banking,fund_transfer,ban_103,265,mobile,savings,inquiry,mobile_app,9,91157,MB98
2025-10-30 10:00:39,U021,S0399,banking,view_transaction,ban_211,195,desktop,savings,debit,ATM,10,193771,BN12
2025-11-10 22:48:39,U008,S0050,banking,fund_transfer,ban_155,215,desktop,credit,inquiry,mobile_app,10,114768,MB98
2025-10-07 18:02:39,U012,S0353,banking,inquiry,ban_283,348,tablet,savings,debit,mobile_app,2,21777,MB98
2025-10-12 02:39:39,U008,S0458,banking,fund_transfer,ban_36,90,mobile,credit,credit,mobile_app,10,79507,BN12
2025-10-22 18:29:39,U001,S0019,banking,fund_transfer,ban_279,387,tablet,credit,credit,ATM,3,84228,DL33
2025-09-14 20:26:39,U019,S0191,banking,check_balance,ban_32,324,desktop,current,inquiry,net_banking,5,9849,BN12
2025-09-18 09:01:39,U029,S0021,banking,check_balance,ban_190,149,mobile,current,inquiry,net_banking,2,141624,MB98
2025-10-28 16:23:39,U017,S0415,banking,fund_transfer,ban_136,59,tablet,savings,debit,ATM,3,145962,MB98
2025-09-30 19:53:39,U001,S0327,banking,inquiry,ban_56,51,mobile,savings,inquiry,ATM,6,35001,DL33
2025-09-18 13:03:39,U011,S0409,banking,view_transaction,ban_231,400,tablet,credit,debit,ATM,3,140100,MB98
2025-11-05 08:53:39,U012,S0446,banking,view_transaction,ban_135,157,mobile,savings,inquiry,ATM,4,60061,BN12
2025-10-24 18:06:39,U006,S0098,banking,inquiry,ban_296,123,tablet,credit,inquiry,net_banking,4,168067,MB98
2025-09-30 23:10:39,U011,S0067,banking,fund_transfer,ban_102,95,desktop,savings,inquiry,mobile_app,3,154856,MB98
2025-11-05 03:01:39,U019,S0384,banking,inquiry,ban_203,90,tablet,savings,inquiry,mobile_app,5,171378,MB98
2025-10-27 08:26:39,U013,S0075,banking,view_transaction,ban_77,218,mobile,savings,inquiry,ATM,6,143135,BN12
2025-09-28 01:29:39,U023,S0366,banking,check_balance,ban_295,146,tablet,credit,debit,mobile_app,4,82234,BN12
2025-10-14 03:47:39,U030,S0007,banking,inquiry,ban_264,130,tablet,savings,credit,net_banking,6,24989,DL33
2025-10-22 23:25:39,U016,S0227,banking,inquiry,ban_236,329,mobile,current,debit,mobile_app,9,119646,BN12
2025-10-06 20:42:39,U030,S0198,banking,fund_transfer,ban_105,367,tablet,credit,debit,ATM,4,9051,MB98
2025-10-12 04:27:39,U018,S0253,banking,inquiry,ban_84,164,tablet,savings,debit,mobile_app,8,37050,BN12
2025-11-02 11:44:39,U013,S0028,banking,fund_transfer,ban_124,222,mobile,credit,credit,ATM,5,98779,DL33
2025-10-22 07:58:39,U019,S0495,banking,inquiry,ban_59,204,tablet,credit,inquiry,ATM,6,47308,MB98
2025-10-25 06:03:39,U028,S0459,banking,inquiry,ban_282,394,tablet,current,inquiry,mobile_app,10,82779,BN12
2025-10-21 12:51:39,U023,S0289,banking,inquiry,ban_7,167,desktop,credit,inquiry,mobile_app,5,109867,BN12
2025-10-03 03:47:39,U015,S0073,banking,fund_transfer,ban_121,186,mobile,credit,inquiry,mobile_app,7,93423,BN12
2025-10-23 11:50:39,U024,S0204,banking,view_transaction,ban_244,210,mobile,savings,inquiry,net_banking,7,51831,DL33
2025-09-28 01:42:39,U001,S0262,banking,view_transaction,ban_78,107,mobile,credit,debit,ATM,8,184983,DL33
2025-09-15 07:28:39,U025,S0470,banking,fund_transfer,ban_178,315,tablet,credit,debit,mobile_app,2,73336,BN12
2025-10-03 05:39:39,U001,S0379,banking,fund_transfer,ban_151,299,mobile,current,inquiry,net_banking,6,145334,DL33
2025-09-24 08:17:39,U021,S0342,banking,fund_transfer,ban_40,301,tablet,savings,inquiry,mobile_app,3,7021,MB98
2025-09-23 00:45:39,U008,S0496,banking,inquiry,ban_71,231,tablet,credit,debit,ATM,10,16614,MB98
2025-09-19 00:05:39,U025,S0457,banking,fund_transfer,ban_210,57,desktop,current,credit,net_banking,6,9874,DL33
2025-09-13 09:03:39,U021,S0034,banking,view_transaction,ban_2,300,desktop,current,inquiry,ATM,6,12791,MB98
2025-09-25 04:29:39,U014,S0057,banking,view_transaction,ban_197,308,desktop,savings,credit,net_banking,2,111805,BN12
2025-10-27 09:53:39,U026,S0031,banking,fund_transfer,ban_209,85,desktop,credit,debit,ATM,5,77207,BN12
2025-11-03 21:50:39,U020,S0149,banking,fund_transfer,ban_176,147,tablet,savings,inquiry,net_banking,6,5848,DL33
2025-10-13 22:58:39,U022,S0453,banking,inquiry,ban_209,167,desktop,current,credit,ATM,6,118978,MB98
2025-10-07 17:41:39,U016,S0471,banking,check_balance,ban_181,315,desktop,credit,debit,net_banking,2,42179,DL33
2025-10-16 11:49:39,U013,S0218,banking,fund_transfer,ban_119,268,mobile,current,credit,mobile_app,3,198047,BN12
2025-10-07 12:29:39,U010,S0084,banking,check_balance,ban_193,286,mobile,savings,inquiry,mobile_app,5,125354,BN12
2025-11-01 14:35:39,U012,S0357,banking,view_transaction,ban_134,61,mobile,credit,credit,net_banking,7,4574,BN12
2025-10-19 13:02:39,U012,S0316,banking,inquiry,ban_234,319,tablet,credit,inquiry,net_banking,2,75441,DL33
2025-11-13 15:50:39,U007,S0330,banking,fund_transfer,ban_38,112,mobile,savings,credit,ATM,10,20266,BN12
2025-09-25 11:07:39,U023,S0406,banking,check_balance,ban_267,232,desktop,savings,debit,net_banking,2,2427,DL33
2025-10-15 10:49:39,U001,S0032,banking,view_transaction,ban_95,367,desktop,credit,debit,ATM,7,64276,DL33
2025-10-13 12:31:39,U001,S0057,banking,check_balance,ban_60,48,desktop,current,inquiry,ATM,7,159952,BN12
2025-10-20 11:45:39,U025,S0262,banking,inquiry,ban_50,382,mobile,current,inquiry,net_banking,5,25841,BN12
2025-10-21 08:52:39,U013,S0310,banking,check_balance,ban_222,172,mobile,credit,inquiry,mobile_app,1,52972,MB98
2025-10-21 18:28:39,U027,S0053,banking,inquiry,ban_295,166,tablet,current,credit,net_banking,1,94814,DL33
2025-10-22 15:39:39,U018,S0172,banking,check_balance,ban_142,301,tablet,savings,debit,mobile_app,9,62068,DL33
2025-10-29 06:09:39,U028,S0467,banking,check_balance,ban_105,52,desktop,savings,credit,net_banking,5,29186,DL33
2025-11-05 06:24:39,U001,S0434,banking,inquiry,ban_87,170,desktop,current,credit,net_banking,9,116413,BN12
2025-10-09 07:29:39,U003,S0213,banking,check_balance,ban_116,248,tablet,current,debit,net_banking,3,100377,MB98
2025-10-02 01:40:39,U014,S0147,banking,fund_transfer,ban_164,234,desktop,credit,debit,mobile_app,6,119117,MB98
2025-10-27 08:35:39,U010,S0245,banking,inquiry,ban_137,171,mobile,savings,credit,net_banking,8,145296,MB98
2025-10-03 15:07:39,U023,S0142,banking,fund_transfer,ban_101,75,tablet,credit,credit,net_banking,4,42487,DL33
2025-09-15 07:55:39,U005,S0238,banking,inquiry,ban_223,384,desktop,current,inquiry,mobile_app,4,75946,BN12
2025-09-30 11:41:39,U025,S0459,banking,check_balance,ban_210,286,tablet,savings,debit,mobile_app,2,53597,DL33
2025-10-09 01:54:39,U021,S0131,banking,view_transaction,ban_229,281,mobile,current,debit,ATM,5,64319,BN12
2025-10-29 08:48:39,U019,S0469,banking,fund_transfer,ban_193,216,mobile,credit,inquiry,ATM,9,51414,MB98
2025-11-07 08:50:39,U001,S0442,banking,fund_transfer,ban_26,243,mobile,savings,inquiry,ATM,4,103815,BN12
2025-10-04 06:47:39,U028,S0316,banking,check_balance,ban_37,93,mobile,credit,inquiry,ATM,5,119359,MB98
2025-09-15 12:27:39,U008,S0350,banking,view_transaction,ban_11,85,desktop,current,inquiry,net_banking,8,137213,MB98
2025-09-13 04:41:39,U028,S0087,banking,view_transaction,ban_189,265,desktop,credit,inquiry,net_banking,3,27874,MB98
2025-10-22 10:56:39,U023,S0096,banking,inquiry,ban_118,272,desktop,credit,debit,mobile_app,3,48709,MB98
2025-11-02 03:21:39,U014,S0305,banking,fund_transfer,ban_273,105,mobile,current,credit,net_banking,4,52774,DL33
2025-10-11 19:46:39,U003,S0175,banking,check_balance,ban_230,172,tablet,savings,inquiry,net_banking,5,185886,DL33
2025-10-26 07:34:39,U012,S0374,banking,inquiry,ban_57,134,tablet,current,debit,net_banking,6,179318,MB98
2025-10-13 11:44:39,U003,S0099,banking,inquiry,ban_191,351,tablet,savings,debit,mobile_app,2,67465,MB98
2025-09-21 23:54:39,U027,S0037,banking,fund_transfer,ban_173,333,mobile,savings,credit,ATM,3,66655,BN12
2025-10-29 16:01:39,U013,S0155,banking,check_balance,ban_60,348,tablet,savings,debit,net_banking,4,26996,MB98
2025-11-07 19:24:39,U018,S0031,banking,inquiry,ban_277,158,tablet,current,credit,ATM,4,112885,DL33
2025-10-03 22:58:39,U005,S0429,banking,fund_transfer,ban_110,102,tablet,current,inquiry,ATM,1,110797,DL33
2025-10-14 04:10:39,U012,S0045,banking,check_balance,ban_63,250,mobile,current,credit,mobile_app,8,108548,BN12
2025-10-28 00:55:39,U009,S0358,banking,fund_transfer,ban_188,172,desktop,savings,debit,ATM,2,2986,BN12
2025-11-12 04:47:39,U030,S0352,banking,fund_transfer,ban_13,330,tablet,credit,credit,mobile_app,7,110631,DL33
2025-09-14 23:05:39,U014,S0035,banking,fund_transfer,ban_165,160,desktop,savings,credit,mobile_app,8,1243,DL33
2025-10-02 08:22:39,U003,S0233,banking,view_transaction,ban_179,270,desktop,current,inquiry,mobile_app,10,197010,DL33
2025-11-08 18:54:39,U006,S0192,banking,inquiry,ban_19,363,tablet,current,inquiry,net_banking,4,133317,DL33
